"Old datas' field [%s] are not int or float, cannot support auto increment!",,,,"Old datas' field [%s] are not int or float, cannot support auto increment!",旧数据的字段[%s]不是int或float类型，无法支持自增！,舊資料的欄位[%s]不是int或float類型，無法支援自動遞增！,過去のデータのフィールド[%s]はintまたはfloatではないため、自動増分をサポートできません！,기존 데이터의 필드[%s]가 int 또는 float가 아니므로 자동 증가를 지원할 수 없습니다!,"Los campos [%s] de los datos antiguos no son int o float, no se puede admitir el autoincremento!","Os campos [%s] dos dados antigos não são int ou float, não é possível suportar auto incremento!","Les champs [%s] des anciennes données ne sont pas int ou float, impossible de prendre en charge l'auto-incrémentation !","Die Felder [%s] der alten Daten sind nicht int oder float, kann automatische Inkrementierung nicht unterstützen!","Поля [%s] старых данных не являются int или float, автоинкремент не поддерживается!","I campi [%s] dei vecchi dati non sono int o float, non è possibile supportare l'auto incremento!","Pola [%s] starych danych nie są int lub float, nie można obsłużyć autoinkrementacji!","Eski verilerin [%s] alanı int veya float değil, otomatik artırma desteklenemiyor!"
Old datas have duplicate value of primary key [%s]!,,,,Old datas have duplicate value of primary key [%s]!,旧数据中存在主键[%s]的重复值！,舊資料中存在主鍵[%s]的重複值！,過去のデータに主キー[%s]の重複値が存在します！,기존 데이터에 기본 키[%s]의 중복 값이 있습니다!,¡Los datos antiguos tienen valor duplicado de la clave primaria [%s]!,Os dados antigos possuem valor duplicado da chave primária [%s]!,Les anciennes données ont une valeur en double de la clé primaire [%s] !,Alte Daten enthalten doppelten Wert des Primärschlüssels [%s]!,В старых данных присутствует повторяющееся значение первичного ключа [%s]!,I vecchi dati hanno un valore duplicato della chiave primaria [%s]!,Stare dane mają zduplikowaną wartość klucza głównego [%s]!,Eski verilerde birincil anahtar[%s] yinelenen değeri var!
Old datas have duplicate value of unique key [%s]!,,,,Old datas have duplicate value of unique key [%s]!,旧数据中存在唯一键[%s]的重复值！,舊資料中存在唯一鍵[%s]的重複值！,過去のデータにユニークキー[%s]の重複値が存在します！,기존 데이터에 고유 키[%s]의 중복 값이 있습니다!,¡Los datos antiguos tienen valor duplicado de la clave única [%s]!,Os dados antigos possuem valor duplicado da chave única [%s]!,Les anciennes données ont une valeur en double de la clé unique [%s] !,Alte Daten enthalten doppelten Wert des eindeutigen Schlüssels [%s]!,В старых данных присутствует повторяющееся значение уникального ключа [%s]!,I vecchi dati hanno un valore duplicato della chiave univoca [%s]!,Stare dane mają zduplikowaną wartość klucza unikalnego [%s]!,Eski verilerde benzersiz anahtar[%s] yinelenen değeri var!
Old datas have NULL value of not null key [%s]!,,,,Old datas have NULL value of not null key [%s]!,旧数据中存在非空字段[%s]的NULL值！,舊資料中存在非空欄位[%s]的NULL值！,過去のデータに非NULLキー[%s]のNULL値が存在します！,기존 데이터에 NOT NULL 키[%s]의 NULL 값이 있습니다!,¡Los datos antiguos tienen valor NULL de la clave no nula [%s]!,Os dados antigos possuem valor NULL da chave não nula [%s]!,Les anciennes données ont une valeur NULL de la clé non nulle [%s] !,Alte Daten enthalten NULL-Wert des NOT-NULL-Schlüssels [%s]!,В старых данных присутствует NULL-значение поля [%s] с ограничением NOT NULL!,I vecchi dati hanno un valore NULL della chiave non nulla [%s]!,Stare dane mają wartość NULL klucza nie NULL [%s]!,Eski verilerde boş olmaması gereken [%s] alanında NULL değeri var!
Failed! Password is empty!,,,,Failed! Password is empty!,失败！密码为空！,失敗！密碼為空！,パスワードが空です！,비밀번호가 비어 있습니다!,¡Falló! La contraseña está vacía!,Falha! A senha está vazia!,Échec ! Le mot de passe est vide !,Fehlgeschlagen! Passwort ist leer!,Ошибка! Пароль пустой!,Fallito! La password è vuota!,Nie udało się! Hasło jest puste!,Başarısız! Şifre boş!
Failed! Table %s.%s not exists!,,,,Failed! Table %s.%s not exists!,失败！表%s.%s不存在！,失敗！資料表%s.%s不存在！,テーブル%s.%sが存在しません！,테이블%s.%s이(가) 존재하지 않습니다!,¡Falló! La tabla %s.%s no existe!,Falha! A tabela %s.%s não existe!,Échec ! La table %s.%s n'existe pas !,Fehlgeschlagen! Tabelle %s.%s existiert nicht!,Ошибка! Таблица %s.%s не существует!,Fallito! La tabella %s.%s non esiste!,Nie udało się! Tabela %s.%s nie istnieje!,Başarısız! %s.%s tablosu mevcut değil!
Failed! Table %s.%s is encrypted already!,,,,Failed! Table %s.%s is encrypted already!,失败！表%s.%s已加密！,失敗！資料表%s.%s已加密！,テーブル%s.%sはすでに暗号化されています！,테이블%s.%s은(는) 이미 암호화되어 있습니다!,¡Falló! La tabla %s.%s ya está encriptada!,Falha! A tabela %s.%s já está criptografada!,Échec ! La table %s.%s est déjà chiffrée !,Fehlgeschlagen! Tabelle %s.%s ist bereits verschlüsselt!,Ошибка! Таблица %s.%s уже зашифрована!,Fallito! La tabella %s.%s è già crittografata!,Nie udało się! Tabela %s.%s jest już zaszyfrowana!,Başarısız! %s.%s tablosu zaten şifrelenmiş!
Failed! Table conf %s does not exist!,,,,Failed! Table conf %s does not exist!,失败！表配置%s不存在！,失敗！資料表組態%s不存在！,テーブル構成%sが存在しません！,테이블 구성%s이(가) 존재하지 않습니다!,¡Falló! La configuración de tabla %s no existe!,Falha! A configuração da tabela %s não existe!,Échec ! La configuration de table %s n'existe pas !,Fehlgeschlagen! Tabellenkonfiguration %s existiert nicht!,Ошибка! Конфигурация таблицы %s не существует!,Fallito! La configurazione tabella %s non esiste!,Nie udało się! Konfiguracja tabeli %s nie istnieje!,Başarısız! Tablo yapılandırması %s mevcut değil!
Failed! Table %s.%s is not encrypted! No need to clear password.,,,,Failed! Table %s.%s is not encrypted! No need to clear password.,失败！表%s.%s未加密！无需清空密码。,失敗！資料表%s.%s未加密！無需清除密碼。,テーブル%s.%sは暗号化されていません！パスワードを消去する必要がありません。,테이블%s.%s는 암호화되지 않았습니다! 비밀번호를 지울 필요가 없습니다.,¡Falló! La tabla %s.%s no está encriptada! No es necesario borrar la contraseña.,Falha! A tabela %s.%s não está criptografada! Não há necessidade de limpar a senha.,Échec ! La table %s.%s n'est pas chiffrée ! Pas besoin d'effacer le mot de passe.,Fehlgeschlagen! Tabelle %s.%s ist nicht verschlüsselt! Kein Passwort löschen erforderlich.,Ошибка! Таблица %s.%s не зашифрована! Нет необходимости очищать пароль.,Fallito! La tabella %s.%s non è crittografata! Non è necessario cancellare la password.,Nie udało się! Tabela %s.%s nie jest zaszyfrowana! Brak potrzeby czyszczenia hasła.,Başarısız! %s.%s tablosu şifrelenmemiş! Şifreyi temizlemeye gerek yok.
Failed! Table %s.%s is not encrypted!,,,,Failed! Table %s.%s is not encrypted!,失败！表%s.%s未加密！,失敗！資料表%s.%s未加密！,テーブル%s.%sは暗号化されていません！,테이블%s.%s는 암호화되지 않았습니다!,¡Falló! La tabla %s.%s no está encriptada!,Falha! A tabela %s.%s não está criptografada!,Échec ! La table %s.%s n'est pas chiffrée !,Fehlgeschlagen! Tabelle %s.%s ist nicht verschlüsselt!,Ошибка! Таблица %s.%s не зашифрована!,Fallito! La tabella %s.%s non è crittografata!,Nie udało się! Tabela %s.%s nie jest zaszyfrowana!,Başarısız! %s.%s tablosu şifrelenmemiş!
Database: %s not exist!,,,,Database: %s not exist!,数据库：%s不存在！,資料庫：%s不存在！,データベース：%sが存在しません！,데이터베이스：%s이(가) 존재하지 않습니다!,¡Base de datos: %s no existe!,Banco de dados: %s não existe!,Base de données : %s n'existe pas !,Datenbank: %s existiert nicht!,База данных: %s не существует!,Database: %s non esiste!,Baza danych: %s nie istnieje!,Veritabanı: %s mevcut değil!
Table: `%s`.`%s` not exist!,,,,Table: `%s`.`%s` not exist!,表：`%s`.`%s`不存在！,資料表：`%s`.`%s`不存在！,テーブル：`%s`.`%s`が存在しません！,테이블：`%s`.`%s`이(가) 존재하지 않습니다!,Tabla: `%s`.`%s` no existe!,Tabela: `%s`.`%s` não existe!,Table : `%s`.`%s` n'existe pas !,Tabelle: `%s`.`%s` existiert nicht!,Таблица: `%s`.`%s` не существует!,Tabella: `%s`.`%s` non esiste!,Tabela: `%s`.`%s` nie istnieje!,Tablo: `%s`.`%s` mevcut değil!
Not find database `%s`!,,,,Not find database `%s`!,未找到数据库`%s`！,未找到資料庫`%s`！,データベース`%s`が見つかりません！,데이터베이스`%s`을(를) 찾을 수 없습니다!,No se encuentra la base de datos `%s`!,Não foi encontrado o banco de dados `%s`!,Base de données `%s` introuvable !,Datenbank `%s` nicht gefunden!,База данных `%s` не найдена!,Non trovato database `%s`!,Nie znaleziono bazy danych `%s`!,`%s` veritabanı bulunamadı!
Not find database `%s`! Possible database:\n%s?,,,,Not find database `%s`! Possible database:\n%s?,未找到数据库`%s`！可能的数据库：\n%s？,未找到資料庫`%s`！可能的資料庫：\n%s？,データベース`%s`が見つかりません！候補のデータベース：\n%s？,데이터베이스`%s`을(를) 찾을 수 없습니다! 가능한 데이터베이스:\n%s?,No se encuentra la base de datos `%s`! Base de datos posible:\n%s?,Não foi encontrado o banco de dados `%s`! Banco de dados possível:\n%s?,Base de données `%s` introuvable ! Base de données possible :\n%s?,Datenbank `%s` nicht gefunden! Mögliche Datenbank:\n%s?,База данных `%s` не найдена! Возможная база данных:\n%s?,Non trovato database `%s`! Database possibile:\n%s?,Nie znaleziono bazy danych `%s`! Możliwa baza danych:\n%s?,`%s` veritabanı bulunamadı! Olası veritabanı:\n%s?
Not find table `%s`!,,,,Not find table `%s`!,未找到表`%s`！,未找到資料表`%s`！,テーブル`%s`が見つかりません！,테이블`%s`을(를) 찾을 수 없습니다!,No se encuentra la tabla `%s`!,Não foi encontrada a tabela `%s`!,Table `%s` introuvable !,Tabelle `%s` nicht gefunden!,Таблица `%s` не найдена!,Tabella `%s` non trovata!,Nie znaleziono tabeli `%s`!,`%s` tablo bulunamadı!
Not find table `%s`! Possible table:\n%s?,,,,Not find table `%s`! Possible table:\n%s?,未找到表`%s`！可能的表：\n%s？,未找到資料表`%s`！可能的資料表：\n%s？,テーブル`%s`が見つかりません！候補のテーブル：\n%s？,테이블`%s`을(를) 찾을 수 없습니다! 가능한 테이블:\n%s?,No se encuentra la tabla `%s`! Tabla posible:\n%s?,Não foi encontrada a tabela `%s`! Tabela possível:\n%s?,Table `%s` introuvable ! Table possible :\n%s?,Tabelle `%s` nicht gefunden! Mögliche Tabelle:\n%s?,Таблица `%s` не найдена! Возможная таблица:\n%s?,Tabella `%s` non trovata! Tabella possibile:\n%s?,Nie znaleziono tabeli `%s`! Możliwa tabela:\n%s?,`%s` tablo bulunamadı! Olası tablo:\n%s?
Passwords are different!,,,,Passwords are different!,两次密码不一致！,兩次密碼不一致！,パスワードが一致しません！,비밀번호가 일치하지 않습니다!,¡Las contraseñas son diferentes!,As senhas são diferentes!,Les mots de passe sont différents !,Passwörter stimmen nicht überein!,Пароли не совпадают!,Le password sono diverse!,Hasła są różne!,Şifreler uyuşmuyor!
The second password entered is not the same as the first one!,,,,The second password entered is not the same as the first one!,两次输入的密码不一致！,第二次輸入的密碼與第一次不符！,2回目に入力したパスワードが1回目と異なります！,두 번째 입력한 비밀번호가 첫 번째와 일치하지 않습니다!,¡La segunda contraseña ingresada no coincide con la primera!,A segunda senha digitada é diferente da primeira!,Le second mot de passe saisi n'est pas identique au premier !,Das zweite eingegebene Passwort stimmt nicht mit dem ersten überein!,Второй введённый пароль не совпадает с первым!,La seconda password inserita non è uguale alla prima!,Drugie wpisane hasło różni się od pierwszego!,İkinci girilen şifre birincisiyle aynı değil!
New password is empty!,,,,New password is empty!,新密码不能为空！,新密碼不能為空！,新しいパスワードが空です！,새 비밀번호가 비어 있습니다!,¡La nueva contraseña está vacía!,A nova senha está vazia!,Le nouveau mot de passe est vide !,Neues Passwort ist leer!,Новый пароль пустой!,La nuova password è vuota!,Nowe hasło jest puste!,Yeni şifre boş!
Can not apply copy to multi-selected areas.,,,,Can not apply copy to multi-selected areas.,无法对多选区域执行复制操作。,無法對多選區域執行複製操作。,複数選択された範囲にコピーを適用できません。,다중 선택 영역에 복사를 적용할 수 없습니다.,No se puede aplicar la copia a áreas seleccionadas múltiples.,Não é possível aplicar a cópia em áreas multisselecionadas.,Impossible d'appliquer la copie aux zones multi-sélectionnées.,Kopie kann nicht auf mehrfach ausgewählte Bereiche angewendet werden.,Невозможно применить копирование к нескольким выделенным областям.,Non è possibile applicare la copia ad aree selezionate multiple.,Nie można zastosować kopiowania do wielu zaznaczonych obszarów.,Çoklu seçili alanlara kopyalama uygulanamaz.
Cannot paste because the target areas' shape are different with source area.,,,,Cannot paste because the target areas' shape are different with source area.,无法粘贴，目标区域与源区域形状不一致。,無法貼上，目標區域與來源區域形狀不符。,コピー元領域と貼り付け先領域の形状が異なるため貼り付けできません。,원본 영역과 대상 영역의 형태가 달라 붙여넣을 수 없습니다.,No se puede pegar porque la forma de las áreas de destino difiere del área de origen.,Não é possível colar pois o formato das áreas de destino é diferente da área de origem.,Impossible de coller car la forme des zones cibles diffère de la zone source.,"Einfügen nicht möglich, da die Form der Zielbereiche von dem Quellbereich abweicht.","Вставка невозможна, форма целевых областей не совпадает с исходной.",Impossibile incollare: le aree di destinazione hanno forma diversa dall'area di origine.,"Nie można wkleić, ponieważ kształt obszarów docelowych różni się od obszaru źródłowego.",Hedef alanların şekli kaynak alanla farklı olduğundan yapıştırma yapılamaz.
Compare,,,,Compare,对比,比較,比較,비교,Comparar,Comparar,Comparer,Vergleichen,Сравнить,Confronta,Porównaj,Karşılaştır
Old: [%s].,,,,Old: [%s].,旧值：[%s]。,舊值：[%s]。,旧：[%s]。,이전：[%s]。,Antiguo: [%s].,Antigo: [%s].,Ancien : [%s].,Alt: [%s].,Старое значение: [%s].,Vecchio: [%s].,Stare: [%s].,Eski: [%s].
New: [%s].,,,,New: [%s].,新值：[%s]。,新值：[%s]。,新：[%s]。,신규：[%s]。,Nuevo: [%s].,Novo: [%s].,Nouveau : [%s].,Neu: [%s].,Новое значение: [%s].,Nuovo: [%s].,Nowe: [%s].,Yeni: [%s].
Indexed,,,,Indexed,已索引,已索引,インデックス済み,인덱스됨,Indexado,Indexado,Indexé,Indiziert,Проиндексировано,Indicizzato,Zindeksowane,İndekslendi
Set password for this table:,,,,Set password for this table:,为该表设置密码：,為此資料表設定密碼：,このテーブルにパスワードを設定：,이 테이블에 비밀번호 설정：,Establecer contraseña para esta tabla:,Definir senha para esta tabela:,Définir le mot de passe de cette table :,Passwort für diese Tabelle festlegen:,Установить пароль для этой таблицы:,Imposta password per questa tabella:,Ustaw hasło dla tej tabeli:,Bu tablo için şifre ayarla:
Status,,,,Status,状态,狀態,ステータス,상태,Estado,Estado,Statut,Status,Статус,Stato,Status,Durum
Time,,,,Time,时间,時間,時間,시간,Tiempo,Tempo,Temps,Zeit,Время,Tempo,Czas,Zaman
Action,,,,Action,操作,動作,アクション,작업,Acción,Ação,Action,Aktion,Действие,Azione,Akcja,Eylem
Message,,,,Message,消息,訊息,メッセージ,메시지,Mensaje,Mensagem,Message,Nachricht,Сообщение,Messaggio,Wiadomość,Mesaj
Duration / Cost,,,,Duration / Cost,耗时 / 执行代价,耗時 / 執行代價,所要時間 / 実行コスト,소요 시간 / 실행 비용,Duración / Costo,Duração / Custo,Durée / Coût,Dauer / Ausführungskosten,Длительность / Стоимость выполнения,Durata / Costo esecuzione,Czas trwania / Koszt wykonania,Süre / Yürütme Maliyeti
Tables,,,,Tables,表,資料表,블,Tablas,Tabelas,Tables,Tabellen,Таблицы,Tabelle,Tabele,Tablolar,
Views,,,,Views,视图,檢視表,Vistas,Vis,es,Vues,Ansichten,редставления,Viste,Widoki,Görünümler,
Stored Procedures,,,,Stored Procedures,存储过程,預存程序,ストアドプロシージャ,저장 프로시저,Procedimientos Almacenados,Procedimentos Armazenados,Procédures stockées,Prozeduren,Хранимые процедуры,Procedure memorizzate,Procedury składowane,Saklı Yordamlar
Functions,,,,Functions,函数,函式,関数,함수,Funciones,Funções,Fonctions,Funktionen,Функции,Funzioni,Funkcje,İşlevler
This table is encrypted and you have entered the right password.,,,,This table is encrypted and you have entered the right password.,此表已加密，且您输入了正确的密码。,此資料表已加密，且您輸入了正確的密碼。,このテーブルは暗号化されており、正しいパスワードを入力しました。,이 테이블은 암호화되어 있으며 올바른 비밀번호를 입력했습니다.,Esta tabla está cifrada y ha ingresado la contraseña correcta.,Esta tabela está criptografada e você inseriu a senha correta.,Cette table est chiffrée et vous avez entré le bon mot de passe.,Diese Tabelle ist verschlüsselt und Sie haben das richtige Passwort eingegeben.,"Эта таблица зашифрована, и вы ввели правильный пароль.",Questa tabella è crittografata e hai inserito la password corretta.,Ta tabela jest zaszyfrowana i wprowadziłeś poprawne hasło.,Bu tablo şifrelenmiştir ve doğru parolayı girdiniz.
This table's data file is encrypted. Enter password before using it.,,,,This table's data file is encrypted. Enter password before using it.,此表的数据文件已加密。使用前请输入密码。,此資料表的資料檔案已加密。使用前請輸入密碼。,このテーブルのデータファイルは暗号化されています。使用前にパスワードを入力してください。,이 테이블의 데이터 파일이 암호화되어 있습니다. 사용 전에 비밀번호를 입력하십시오.,El archivo de datos de esta tabla está cifrado. Ingrese la contraseña antes de usarla.,O arquivo de dados desta tabela está criptografado. Digite a senha antes de usá-lo.,Le fichier de données de cette table est chiffré. Veuillez entrer le mot de passe avant de l'utiliser.,"Die Datendatei dieser Tabelle ist verschlüsselt. Bitte geben Sie das Passwort ein, bevor Sie sie verwenden.",Файл данных этой таблицы зашифрован. Введите пароль перед использованием.,Il file di dati di questa tabella è crittografato. Inserisci la password prima di usarla.,Plik danych tej tabeli jest zaszyfrowany. Wprowadź hasło przed użyciem.,Bu tablonun veri dosyası şifrelenmiştir. Kullanmadan önce parolayı girin.
This table: %s.%s is encrypted. Please input password of this table.,,,,This table: %s.%s is encrypted. Please input password of this table.,此表 %s.%s 已加密。请输入该表的密码。,此資料表 %s.%s 已加密。請輸入此資料表的密碼。,このテーブル %s.%s は暗号化されています。このテーブルのパスワードを入力してください。,이 테이블 %s.%s은(는) 암호화되어 있습니다. 이 테이블의 비밀번호를 입력하십시오.,"Esta tabla %s.%s está cifrada. Por favor, ingrese la contraseña de esta tabla.","Esta tabela %s.%s está criptografada. Por favor, insira a senha desta tabela.",Cette table %s.%s est chiffrée. Veuillez entrer le mot de passe de cette table.,Diese Tabelle %s.%s ist verschlüsselt. Bitte geben Sie das Passwort dieser Tabelle ein.,"Таблица %s.%s зашифрована. Пожалуйста, введите пароль для этой таблицы.",Questa tabella %s.%s è crittografata. Inserisci la password di questa tabella.,Ta tabela %s.%s jest zaszyfrowana. Wprowadź hasło tej tabeli.,Bu tablo %s.%s şifrelenmiştir. Lütfen bu tablonun parolasını girin.
Your password is incorrect! Please enter again!,,,,Your password is incorrect! Please enter again!,密码错误！请重新输入！,密碼錯誤！請重新輸入！,パスワードが間違っています！再入力してください！,비밀번호가 틀렸습니다! 다시 입력하세요!,"¡Su contraseña es incorrecta! ¡Por favor, inténtelo de nuevo!","Sua senha está incorreta! Por favor, digite novamente!",Votre mot de passe est incorrect ! Veuillez le saisir à nouveau !,Ihr Passwort ist falsch! Bitte geben Sie es erneut ein!,"Неверный пароль! Пожалуйста, введите снова!","La password è errata! Per favore, inseriscila di nuovo!",Twoje hasło jest nieprawidłowe! Wprowadź je ponownie!,Şifreniz yanlış! Lütfen tekrar girin!
This table: %s.%s is encrypted and you have entered the right password.,,,,This table: %s.%s is encrypted and you have entered the right password.,此表 %s.%s 已加密，且您输入了正确的密码。,此資料表 %s.%s 已加密，且您輸入了正確的密碼。,このテーブル %s.%s は暗号化されており、正しいパスワードを入力しました。,이 테이블 %s.%s은(는) 암호화되어 있으며 올바른 비밀번호를 입력했습니다.,Esta tabla %s.%s está cifrada y ha ingresado la contraseña correcta.,Esta tabela %s.%s está criptografada e você inseriu a senha correta.,Cette table %s.%s est chiffrée et vous avez entré le bon mot de passe.,Diese Tabelle %s.%s ist verschlüsselt und Sie haben das richtige Passwort eingegeben.,"Таблица %s.%s зашифрована, и вы ввели правильный пароль.",Questa tabella %s.%s è crittografata e hai inserito la password corretta.,Ta tabela %s.%s jest zaszyfrowana i wprowadziłeś poprawne hasło.,Bu tablo %s.%s şifrelenmiştir ve doğru parolayı girdiniz.
oldPassword,,,,oldPassword,旧密码,舊密碼,旧パスワード,이전 비밀번호,Contraseña anterior,Senha antiga,Ancien mot de passe,Altes Passwort,Старый пароль,Vecchia password,Stare hasło,Eski Parola
newPassword,,,,newPassword,新密码,新密碼,新しいパスワード,새 비밀번호,Nueva contraseña,Nova senha,Nouveau mot de passe,Neues Passwort,Новый пароль,Nuova password,Nowe hasło,Yeni Parola
If necessary.,,,,If necessary.,如果需要。,若有需要。,必要に応じて。,필요한 경우.,Si es necesario.,Se necessário.,Si nécessaire.,Falls erforderlich.,При необходимости.,Se necessario.,W razie potrzeby.,Gerekirse.
Extra info,,,,Extra info,额外信息,額外資訊,追加情報,추가 정보,Información adicional,Informação extra,Informations complémentaires,Zusätzliche Informationen,Дополнительная информация,Informazioni aggiuntive,Dodatkowe informacje,Ekstra bilgi
Do,,,,Do,执行,執行,実行,실행,Hacer,Fazer,Faire,Ausführen,Выполнить,Eseguire,Wykonaj,Yap
Only execute checked actions.,,,,Only execute checked actions.,仅执行已选中的操作。,僅執行已勾選的動作。,チェックされたアクションのみ実行します。,선택한 작업만 실행합니다.,Ejecutar solo las acciones marcadas.,Executar apenas as ações marcadas.,Exécuter uniquement les actions sélectionnées.,Nur ausgewählte Aktionen ausführen.,Выполнять только отмеченные действия.,Esegui solo le azioni selezionate.,Wykonuj tylko zaznaczone akcje.,Yalnızca işaretlenmiş eylemleri yürüt.
Execute status.,,,,Execute status.,执行状态。,執行狀態。,実行ステータス。,실행 상태。,Estado de ejecución.,Status de execução.,Statut d'exécution.,Ausführungsstatus.,Статус выполнения。,Stato di esecuzione.,Status wykonania.,Yürütme durumu.
Failed! Table %s.%s is already encrypted! Must clear its password first!,,,,Failed! Table %s.%s is already encrypted! Must clear its password first!,失败！表 %s.%s 已经加密！必须先清除其密码！,失敗！資料表 %s.%s 已加密！必須先清除其密碼！,失敗！テーブル %s.%s はすでに暗号化されています！最初にパスワードをクリアする必要があります！,실패! 테이블 %s.%s이(가) 이미 암호화되어 있습니다! 먼저 비밀번호를 지워야 합니다!,¡Falló! ¡La tabla %s.%s ya está cifrada! ¡Primero debe borrar su contraseña!,Falhou! A tabela %s.%s já está criptografada! Primeiro é necessário limpar sua senha!,Échec ! La table %s.%s est déjà chiffrée ! Vous devez d'abord effacer son mot de passe !,Fehlgeschlagen! Tabelle %s.%s ist bereits verschlüsselt! Sie müssen zuerst ihr Passwort löschen!,Ошибка! Таблица %s.%s уже зашифрована! Сначала необходимо очистить её пароль!,Operazione fallita! La tabella %s.%s è già crittografata! È necessario prima cancellare la sua password!,Niepowodzenie! Tabela %s.%s jest już zaszyfrowana! Najpierw wyczyść jej hasło!,Başarısız! %s.%s tablosu zaten şifrelenmiş! Önce parolası temizlenmelidir!
Failed! Database %s is not encrypted! No need to clear password.,,,,Failed! Database %s is not encrypted! No need to clear password.,失败！数据库 %s 未加密！无需清除密码。,失敗！資料庫 %s 未加密！無需清除密碼。,失敗！データベース %s は暗号化されていません！パスワードをクリアする必要はありません。,실패! 데이터베이스 %s이(가) 암호화되지 않았습니다! 비밀번호를 지울 필요가 없습니다.,¡Falló! ¡La base de datos %s no está cifrada! No es necesario borrar la contraseña.,Falhou! O banco de dados %s não está criptografado! Não há necessidade de limpar a senha.,Échec ! La base de données %s n'est pas chiffrée ! Il n'est pas nécessaire d'effacer le mot de passe.,"Fehlgeschlagen! Die Datenbank %s ist nicht verschlüsselt! Kein Grund, das Passwort zu löschen.",Ошибка! База данных %s не зашифрована! Нет необходимости очищать пароль.,Operazione fallita! Il database %s non è crittografato! Non è necessario cancellare la password.,Niepowodzenie! Baza danych %s nie jest zaszyfrowana! Nie ma potrzeby czyszczenia hasła.,Başarısız! %s veritabanı şifrelenmemiş! Parola temizlemeye gerek yok.
1 file: %s has been encrypted.,,,,1 file: %s has been encrypted.,1个文件：%s 已加密。,1個檔案：%s 已加密。,1つのファイル：%s は暗号化されました。,1개의 파일: %s이(가) 암호화되었습니다.,1 archivo: %s ha sido cifrado.,1 arquivo: %s foi criptografado.,1 fichier : %s a été chiffré.,1 Datei: %s wurde verschlüsselt.,1 файл: %s зашифрован.,1 file: %s è stato crittografato.,1 plik: %s został zaszyfrowany.,1 dosya: %s şifrelendi.
1 file: %s has been decrypted.,,,,1 file: %s has been decrypted.,1个文件：%s 已解密。,1個檔案：%s 已解密。,1つのファイル：%s は復号化されました。,1개의 파일: %s이(가) 복호화되었습니다.,1 archivo: %s ha sido descifrado.,1 arquivo: %s foi descriptografado.,1 fichier : %s a été déchiffré.,1 Datei: %s wurde entschlüsselt.,1 файл: %s расшифрован.,1 file: %s è stato decrittografato.,1 plik: %s został odszyfrowany.,1 dosya: %s şifresi çözüldü.
1 file: %s could not be found when attempting to move to trash.,,,,1 file: %s could not be found when attempting to move to trash.,1个文件：尝试移至回收站时未找到 %s。,1個檔案：嘗試移至回收站時找不到 %s。,1つのファイル：ゴミ箱に移動しようとしたときに %s が見つかりませんでした。,1개의 파일: 휴지통으로 이동하는 중 %s을(를) 찾을 수 없습니다.,1 archivo: no se pudo encontrar %s al intentar moverlo a la papelera.,1 arquivo: %s não pôde ser encontrado ao tentar mover para a lixeira.,1 fichier : %s est introuvable lors de la tentative de déplacement vers la corbeille.,"1 Datei: %s konnte beim Versuch, in den Papierkorb zu verschieben, nicht gefunden werden.",1 файл: %s не удалось найти при попытке переместить в корзину.,1 file: %s non trovato durante il tentativo di spostarlo nel cestino.,1 plik: %s nie został znaleziony podczas próby przeniesienia do kosza.,"1 dosya: %s, çöp kutusuna taşınmaya çalışılırken bulunamadı."
1 file: %s has been overwritten with an empty file.,,,,1 file: %s has been overwritten with an empty file.,1个文件：%s 已被空文件覆盖。,1個檔案：%s 已被空檔案覆蓋。,1つのファイル：%s は空のファイルで上書きされました。,1개의 파일: %s이(가) 빈 파일로 덮어쓰기되었습니다.,1 archivo: %s ha sido sobrescrito con un archivo vacío.,1 arquivo: %s foi sobrescrito com um arquivo vazio.,1 fichier : %s a été écrasé avec un fichier vide.,1 Datei: %s wurde mit einer leeren Datei überschrieben.,1 файл: %s был перезаписан пустым файлом.,1 file: %s è stato sovrascritto con un file vuoto.,1 plik: %s został nadpisany pustym plikiem.,1 dosya: %s boş bir dosya ile üzerine yazıldı.
This database: %s is encrypted. Please input password of this databse.,,,,This database: %s is encrypted. Please input password of this databse.,此数据库：%s 已加密。请输入该数据库的密码。,此資料庫：%s 已加密。請輸入此資料庫的密碼。,このデータベース：%s は暗号化されています。このデータベースのパスワードを入力してください。,이 데이터베이스: %s은(는) 암호화되어 있습니다. 이 데이터베이스의 비밀번호를 입력하십시오.,"Esta base de datos: %s está cifrada. Por favor, ingrese la contraseña de esta base de datos.","Este banco de dados: %s está criptografado. Por favor, insira a senha deste banco de dados.",Cette base de données : %s est chiffrée. Veuillez entrer le mot de passe de cette base de données.,Diese Datenbank: %s ist verschlüsselt. Bitte geben Sie das Passwort dieser Datenbank ein.,"Эта база данных: %s зашифрована. Пожалуйста, введите пароль для этой базы данных.",Questo database: %s è crittografato. Inserisci la password di questo database.,Ta baza danych: %s jest zaszyfrowana. Wprowadź hasło tej bazy danych.,Bu veritabanı: %s şifrelenmiştir. Lütfen bu veritabanının parolasını girin.
